genre,track_name,preview_url,location,filename,artist,artist_uri,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
political hip hop,Bulls On Parade,https://p.scdn.co/mp3-preview/9a0a212b91ae9561473158a58852f10d91a32440?cid=b82fb22d072d4120850c99225ff01644,./scrapes/political hip hop/Bulls On Parade.mp3,Bulls On Parade.mp3,Rage Against The Machine,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Evil Empire,1996-04-16,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367
rap metal,Bulls On Parade,https://p.scdn.co/mp3-preview/9a0a212b91ae9561473158a58852f10d91a32440?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap metal/Bulls On Parade.mp3,Bulls On Parade.mp3,Rage Against The Machine,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Evil Empire,1996-04-16,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367
rap rock,Bulls On Parade,https://p.scdn.co/mp3-preview/9a0a212b91ae9561473158a58852f10d91a32440?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Bulls On Parade.mp3,Bulls On Parade.mp3,Rage Against The Machine,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Evil Empire,1996-04-16,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367
rock,Bulls On Parade,https://p.scdn.co/mp3-preview/9a0a212b91ae9561473158a58852f10d91a32440?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rock/Bulls On Parade.mp3,Bulls On Parade.mp3,Rage Against The Machine,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Evil Empire,1996-04-16,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367
alternative metal,Die MF Die,https://p.scdn.co/mp3-preview/1687f6a85501b561001ddd3ba40057929ffd78d6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Die MF Die.mp3,Die MF Die.mp3,Dope,spotify:artist:7fWgqc4HJi3pcHhK8hKg2p,Life,2001-12-06,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02
industrial metal,Die MF Die,https://p.scdn.co/mp3-preview/1687f6a85501b561001ddd3ba40057929ffd78d6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/industrial metal/Die MF Die.mp3,Die MF Die.mp3,Dope,spotify:artist:7fWgqc4HJi3pcHhK8hKg2p,Life,2001-12-06,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02
industrial rock,Die MF Die,https://p.scdn.co/mp3-preview/1687f6a85501b561001ddd3ba40057929ffd78d6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/industrial rock/Die MF Die.mp3,Die MF Die.mp3,Dope,spotify:artist:7fWgqc4HJi3pcHhK8hKg2p,Life,2001-12-06,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02
nu metal,Die MF Die,https://p.scdn.co/mp3-preview/1687f6a85501b561001ddd3ba40057929ffd78d6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Die MF Die.mp3,Die MF Die.mp3,Dope,spotify:artist:7fWgqc4HJi3pcHhK8hKg2p,Life,2001-12-06,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02
rap rock,Die MF Die,https://p.scdn.co/mp3-preview/1687f6a85501b561001ddd3ba40057929ffd78d6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap rock/Die MF Die.mp3,Die MF Die.mp3,Dope,spotify:artist:7fWgqc4HJi3pcHhK8hKg2p,Life,2001-12-06,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02
album rock,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/album rock/Paranoid - 2012 - Remaster.mp3,Paranoid - 2012 - Remaster.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (Remaster),1970-09-18,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
birmingham metal,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/birmingham metal/Paranoid - 2012 - Remaster.mp3,Paranoid - 2012 - Remaster.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (Remaster),1970-09-18,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
classic rock,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classic rock/Paranoid - 2012 - Remaster.mp3,Paranoid - 2012 - Remaster.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (Remaster),1970-09-18,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
hard rock,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard rock/Paranoid - 2012 - Remaster.mp3,Paranoid - 2012 - Remaster.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (Remaster),1970-09-18,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
metal,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/metal/Paranoid - 2012 - Remaster.mp3,Paranoid - 2012 - Remaster.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (Remaster),1970-09-18,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
rock,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rock/Paranoid - 2012 - Remaster.mp3,Paranoid - 2012 - Remaster.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (Remaster),1970-09-18,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
stoner rock,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/stoner rock/Paranoid - 2012 - Remaster.mp3,Paranoid - 2012 - Remaster.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (Remaster),1970-09-18,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
uk doom metal,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,./scrapes/uk doom metal/Paranoid - 2012 - Remaster.mp3,Paranoid - 2012 - Remaster.mp3,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Paranoid (Remaster),1970-09-18,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
album rock,"The Number of the Beast - Live At Estadio Nacional, Santiago",https://p.scdn.co/mp3-preview/cb617a0803fb11faf8427ff4b306d4b429e7be22?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/album rock/The Number of the Beast - Live At Estadio Nacional, Santiago.mp3","The Number of the Beast - Live At Estadio Nacional, Santiago.mp3",Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,En Vivo!,2012-03-26,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865
hard rock,"The Number of the Beast - Live At Estadio Nacional, Santiago",https://p.scdn.co/mp3-preview/cb617a0803fb11faf8427ff4b306d4b429e7be22?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/hard rock/The Number of the Beast - Live At Estadio Nacional, Santiago.mp3","The Number of the Beast - Live At Estadio Nacional, Santiago.mp3",Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,En Vivo!,2012-03-26,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865
metal,"The Number of the Beast - Live At Estadio Nacional, Santiago",https://p.scdn.co/mp3-preview/cb617a0803fb11faf8427ff4b306d4b429e7be22?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/metal/The Number of the Beast - Live At Estadio Nacional, Santiago.mp3","The Number of the Beast - Live At Estadio Nacional, Santiago.mp3",Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,En Vivo!,2012-03-26,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865
nwobhm,"The Number of the Beast - Live At Estadio Nacional, Santiago",https://p.scdn.co/mp3-preview/cb617a0803fb11faf8427ff4b306d4b429e7be22?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/nwobhm/The Number of the Beast - Live At Estadio Nacional, Santiago.mp3","The Number of the Beast - Live At Estadio Nacional, Santiago.mp3",Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,En Vivo!,2012-03-26,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865
rock,"The Number of the Beast - Live At Estadio Nacional, Santiago",https://p.scdn.co/mp3-preview/cb617a0803fb11faf8427ff4b306d4b429e7be22?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/rock/The Number of the Beast - Live At Estadio Nacional, Santiago.mp3","The Number of the Beast - Live At Estadio Nacional, Santiago.mp3",Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,En Vivo!,2012-03-26,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865,0.294,0.938,7,-7.556,1,0.108,0.00096,0.00154,0.959,0.373,97.865
glam metal,Welcome To The Jungle,,./scrapes/glam metal/Welcome To The Jungle.mp3,Welcome To The Jungle.mp3,Guns N' Roses,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Appetite For Destruction,1987-01-01,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343
hard rock,Welcome To The Jungle,,./scrapes/hard rock/Welcome To The Jungle.mp3,Welcome To The Jungle.mp3,Guns N' Roses,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Appetite For Destruction,1987-01-01,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343
rock,Welcome To The Jungle,,./scrapes/rock/Welcome To The Jungle.mp3,Welcome To The Jungle.mp3,Guns N' Roses,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Appetite For Destruction,1987-01-01,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343
alternative metal,B.Y.O.B.,https://p.scdn.co/mp3-preview/2f373f029e1110b19c265b8f4bc4d265e5fa9539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/B.Y.O.B..mp3,B.Y.O.B..mp3,System Of A Down,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Mezmerize,2005-05-17,0.556,0.981,1,-2.688,0,0.128,0.00662,0.0,0.218,0.716,101.423,0.556,0.981,1,-2.688,0,0.128,0.00662,0.0,0.218,0.716,101.423
nu metal,B.Y.O.B.,https://p.scdn.co/mp3-preview/2f373f029e1110b19c265b8f4bc4d265e5fa9539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/B.Y.O.B..mp3,B.Y.O.B..mp3,System Of A Down,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Mezmerize,2005-05-17,0.556,0.981,1,-2.688,0,0.128,0.00662,0.0,0.218,0.716,101.423,0.556,0.981,1,-2.688,0,0.128,0.00662,0.0,0.218,0.716,101.423
rap metal,B.Y.O.B.,https://p.scdn.co/mp3-preview/2f373f029e1110b19c265b8f4bc4d265e5fa9539?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap metal/B.Y.O.B..mp3,B.Y.O.B..mp3,System Of A Down,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Mezmerize,2005-05-17,0.556,0.981,1,-2.688,0,0.128,0.00662,0.0,0.218,0.716,101.423,0.556,0.981,1,-2.688,0,0.128,0.00662,0.0,0.218,0.716,101.423
alternative metal,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Walk.mp3,Walk.mp3,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,Vulgar Display of Power,1992-02-21,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
groove metal,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,./scrapes/groove metal/Walk.mp3,Walk.mp3,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,Vulgar Display of Power,1992-02-21,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
hard rock,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard rock/Walk.mp3,Walk.mp3,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,Vulgar Display of Power,1992-02-21,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
metal,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,./scrapes/metal/Walk.mp3,Walk.mp3,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,Vulgar Display of Power,1992-02-21,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
nu metal,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Walk.mp3,Walk.mp3,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,Vulgar Display of Power,1992-02-21,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
old school thrash,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,./scrapes/old school thrash/Walk.mp3,Walk.mp3,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,Vulgar Display of Power,1992-02-21,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
rock,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rock/Walk.mp3,Walk.mp3,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,Vulgar Display of Power,1992-02-21,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
wrestling,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,./scrapes/wrestling/Walk.mp3,Walk.mp3,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,Vulgar Display of Power,1992-02-21,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
alternative metal,Given Up,https://p.scdn.co/mp3-preview/ab38812ac47dbfe4d4d70abc375311bd8a2511a6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/Given Up.mp3,Given Up.mp3,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Minutes to Midnight,2007-05-14,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088
nu metal,Given Up,https://p.scdn.co/mp3-preview/ab38812ac47dbfe4d4d70abc375311bd8a2511a6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/nu metal/Given Up.mp3,Given Up.mp3,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Minutes to Midnight,2007-05-14,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088
post-grunge,Given Up,https://p.scdn.co/mp3-preview/ab38812ac47dbfe4d4d70abc375311bd8a2511a6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-grunge/Given Up.mp3,Given Up.mp3,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Minutes to Midnight,2007-05-14,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088
rap metal,Given Up,https://p.scdn.co/mp3-preview/ab38812ac47dbfe4d4d70abc375311bd8a2511a6?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rap metal/Given Up.mp3,Given Up.mp3,Linkin Park,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Minutes to Midnight,2007-05-14,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088
alternative metal,The Pretender,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative metal/The Pretender.mp3,The Pretender.mp3,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,"Echoes, Silence, Patience & Grace",2007-09-25,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
alternative rock,The Pretender,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/alternative rock/The Pretender.mp3,The Pretender.mp3,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,"Echoes, Silence, Patience & Grace",2007-09-25,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
modern rock,The Pretender,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/modern rock/The Pretender.mp3,The Pretender.mp3,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,"Echoes, Silence, Patience & Grace",2007-09-25,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
permanent wave,The Pretender,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/permanent wave/The Pretender.mp3,The Pretender.mp3,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,"Echoes, Silence, Patience & Grace",2007-09-25,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
post-grunge,The Pretender,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/post-grunge/The Pretender.mp3,The Pretender.mp3,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,"Echoes, Silence, Patience & Grace",2007-09-25,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
rock,The Pretender,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rock/The Pretender.mp3,The Pretender.mp3,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,"Echoes, Silence, Patience & Grace",2007-09-25,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
australian rock,Thunderstruck,https://p.scdn.co/mp3-preview/35a6a4879252e03aff998fb673cc3c63b4eae042?cid=b82fb22d072d4120850c99225ff01644,./scrapes/australian rock/Thunderstruck.mp3,Thunderstruck.mp3,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Iron Man 2,2010-04-29,0.495,0.892,4,-5.601,1,0.0349,0.000128,0.0216,0.207,0.231,133.474,0.495,0.892,4,-5.601,1,0.0349,0.000128,0.0216,0.207,0.231,133.474
hard rock,Thunderstruck,https://p.scdn.co/mp3-preview/35a6a4879252e03aff998fb673cc3c63b4eae042?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard rock/Thunderstruck.mp3,Thunderstruck.mp3,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Iron Man 2,2010-04-29,0.495,0.892,4,-5.601,1,0.0349,0.000128,0.0216,0.207,0.231,133.474,0.495,0.892,4,-5.601,1,0.0349,0.000128,0.0216,0.207,0.231,133.474
rock,Thunderstruck,https://p.scdn.co/mp3-preview/35a6a4879252e03aff998fb673cc3c63b4eae042?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rock/Thunderstruck.mp3,Thunderstruck.mp3,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Iron Man 2,2010-04-29,0.495,0.892,4,-5.601,1,0.0349,0.000128,0.0216,0.207,0.231,133.474,0.495,0.892,4,-5.601,1,0.0349,0.000128,0.0216,0.207,0.231,133.474
australian rock,Back In Black,https://p.scdn.co/mp3-preview/506bc9a0485990973449b0467791e06174371284?cid=b82fb22d072d4120850c99225ff01644,./scrapes/australian rock/Back In Black.mp3,Back In Black.mp3,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Back In Black,1980-07-25,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386
hard rock,Back In Black,https://p.scdn.co/mp3-preview/506bc9a0485990973449b0467791e06174371284?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard rock/Back In Black.mp3,Back In Black.mp3,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Back In Black,1980-07-25,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386
rock,Back In Black,https://p.scdn.co/mp3-preview/506bc9a0485990973449b0467791e06174371284?cid=b82fb22d072d4120850c99225ff01644,./scrapes/rock/Back In Black.mp3,Back In Black.mp3,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Back In Black,1980-07-25,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386
australian rock,T.N.T.,https://p.scdn.co/mp3-preview/2d38c0037a01df761e4c5447538c07a14d2344fc?cid=b82fb22d072d4120850c99225ff01644,./scrapes/australian rock/T.N.T..mp3,T.N.T..mp3,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Iron Man 2,2010-04-29,0.749,0.756,9,-5.246,1,0.3,0.159,0.000177,0.106,0.488,126.324,0.749,0.756,9,-5.246,1,0.3,0.159,0.000177,0.106,0.488,126.324
hard rock,T.N.T.,https://p.scdn.co/mp3-preview/2d38c0037a01df761e4c5447538c07a14d2344fc?cid=b82fb22d072d4120850c99225ff01644,./scrapes/hard rock/T.N.T..mp3,T.N.T..mp3,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,Iron Man 2,2010-04-29,0.749,0.756,9,-5.246,1,0.3,0.159,0.000177,0.106,0.488,126.324,0.749,0.756,9,-5.246,1,0.3,0.159,0.000177,0.106,0.488,126.324
